ticker,company_name,sector,sub_sector,industry,sub_industry,sub_industry_code,index_membership,listing_date,listing_board,shares_outstanding,market_cap
BEER,Jobubu Jarum Minahasa Tbk.,Consumer Non-Cyclicals,Food & Beverage,Beverages,Liquors,D211,"COMPOSITE, DBX, IDXNONCYC",2023-01-06,Development,4000000000,304000000000
BEKS,Bank Pembangunan Daerah Banten,Financials,Banks,Banks,Banks,G111,"COMPOSITE, IDXFINANCE, IDXSMC-COM",2001-07-13,Watchlist,51351733883,1078386411543
BELI,Global Digital Niaga Tbk.,Technology,Software & IT Services,Online Applications & Services,Online Applications & Services,I111,"COMPOSITE, DBX, IDXTECHNO, ISSI",2022-11-08,Development,137218985689,35128060336384
BELL,Trisula Textile Industries Tbk,Consumer Cyclicals,Apparel & Luxury Goods,Apparel & Luxury Goods,Textiles,E413,"COMPOSITE, DBX, IDXCYCLIC, ISSI",2017-10-03,Development,7250000000,826500000000
BESS,Batulicin Nusantara Maritim Tb,Energy,"Oil, Gas & Coal",Coal,Coal Distribution,A122,"COMPOSITE, DBX, IDXENERGY, IDXSMC-COM, ISSI",2020-03-09,Development,3440455528,3096409975200
BEST,Bekasi Fajar Industrial Estate,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, IDXPROPERT, IDXSMC-COM, ISSI, MBX",2012-04-10,Main,9647311150,1061204226500
BFIN,BFI Finance  Indonesia Tbk.,Financials,Financing Service,Consumer Financing,Consumer Financing,G211,"COMPOSITE, IDXFINANCE, IDXSMC-COM, IDXSMC-LIQ, MBX",1990-05-16,Main,15039383620,13761036012300
BGTG,Bank Ganesha Tbk.,Financials,Banks,Banks,Banks,G111,"COMPOSITE, IDXFINANCE, IDXSMC-COM, MBX",2016-05-12,Main,23731287132,2705366733048
BHAT,Bhakti Multi Artha Tbk.,Financials,Insurance,Insurance,Life Insurance,G413,"COMPOSITE, DBX, IDXFINANCE, IDXSMC-COM",2020-04-15,Development,5000000000,8850000000000
BHIT,MNC Asia Holding Tbk.,Industrials,Multi-sector Holdings,Multi-sector Holdings,Multi-sector Holdings,C311,"COMPOSITE, IDXINDUST, IDXSMC-COM",1997-11-24,Watchlist,86068156705,2237772074330
BIKA,Binakarya Jaya Abadi Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, IDXPROPERT",2015-07-14,Watchlist,592280000,32575400000
BIKE,Bhineka Inovasi Ketahanan Ener,Consumer Cyclicals,Leisure Goods,Sport Equipment & Hobbies Goods,Sport Equipment & Hobbies Goods,E321,"COMPOSITE, DBX, IDXCYCLIC, ISSI",2022-03-21,Development,1293916404,659897366040
BIMA,Primarindo Asia Infrastructure,Consumer Cyclicals,Apparel & Luxury Goods,Apparel & Luxury Goods,Footwear,E412,"COMPOSITE, IDXCYCLIC",,Watchlist,608175716,49870408712
BINA,Bank Ina Perdana Tbk.,Financials,Banks,Banks,Banks,G111,"COMPOSITE, IDXFINANCE, IDXSMC-COM, MBX",2014-01-16,Main,6073369498,26722825791200
BINO,Perma Plasindo Tbk.,Industrials,Industrial Services,Commercial Services,Office Supplies,C223,"COMPOSITE, DBX, IDXINDUST, ISSI",2021-11-25,Development,2275316111,245734139988
BIPI,Astrindo Nusantara Infrastrukt,Energy,"Oil, Gas & Coal",Coal,Coal Distribution,A122,"COMPOSITE, DBX, IDXENERGY, IDXSMC-COM",2010-02-11,Development,63710196917,9046847962214
BIPP,Bhuwanatala Indah Permai Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, DBX, IDXPROPERT, ISSI",1995-10-23,Development,5028669376,306748831936
BIRD,Blue Bird Tbk.,Transportation & Logistic,Transportation,Passenger Land Transportation,Road Transportation,K132,"COMPOSITE, IDXSMC-COM, IDXTRANS, ISSI, MBX",2014-11-05,Main,2502100000,4028381000000
BISI,BISI International Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops,D232,"COMPOSITE, IDXNONCYC, IDXSMC-COM, ISSI, MBX",2007-05-28,Main,3000000000,1980000000000
BJBR,Bank Pembangunan Daerah Jawa B,Financials,Banks,Banks,Banks,G111,"COMPOSITE, I-GRADE, IDXBUMN20, IDXFINANCE, IDXSMC-COM, INFOBANK15, MBX, PRIMBANK10",2010-07-08,Main,10416229249,8228821106710
BJTM,Bank Pembangunan Daerah Jawa T,Financials,Banks,Banks,Banks,G111,"COMPOSITE, ESGQKEHATI, IDXBUMN20, IDXFINANCE, IDXSMC-COM, MBX",2012-07-12,Main,14865343101,7729978412520
BKDP,Bukit Darmo Property Tbk,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, IDXPROPERT, ISSI",2007-06-15,Development,7513992252,1269864690588
BKSL,Sentul City Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, ECONOMIC30, IDX80, IDXPROPERT, IDXSMC-COM, ISSI, JII, JII70, KOMPAS100, MBX",1997-07-28,Main,167708902705,11404205383940
BKSW,Bank QNB Indonesia Tbk.,Financials,Banks,Banks,Banks,G111,"COMPOSITE, DBX, IDXFINANCE, IDXSMC-COM",2002-11-21,Development,34806467881,1844742797693
BLES,Superior Prima Sukses Tbk.,Basic Materials,Basic Materials,Construction Materials,Construction Materials,B121,"COMPOSITE, DBX, IDXBASIC, IDXSMC-COM, ISSI",2024-07-08,Development,8890206400,1778041280000
BLOG,Trimitra Trans Persada Tbk.,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries,K211,"COMPOSITE, IDXTRANS, ISSI, MBX",2025-07-10,Main,3379487200,1209856417600
BLTA,Berlian Laju Tanker Tbk,Transportation & Logistic,Logistics & Deliveries,Logistics & Deliveries,Logistics & Deliveries,K211,"COMPOSITE, IDXSMC-COM, IDXTRANS, ISSI",1990-03-26,Watchlist,25940187103,856026174399
BLTZ,Graha Layar Prima Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,Recreational & Sports Facilities,E514,"COMPOSITE, IDXCYCLIC, IDXSMC-COM, ISSI",2014-04-10,Watchlist,873937142,2219800340680
BLUE,Berkah Prima Perkasa Tbk.,Industrials,Industrial Services,Commercial Services,Office Supplies,C223,"COMPOSITE, DBX, IDXINDUST, IDXSMC-COM, ISSI",2019-07-08,Development,418000000,1015740000000
BMAS,Bank Kasikorn Indonesia Tbk.,Financials,Banks,Banks,Banks,G111,"COMPOSITE, DBX, IDXFINANCE, IDXSMC-COM",2013-07-11,Development,17921635680,8745758211840
BMBL,Lavender Bina Cendikia Tbk.,Consumer Cyclicals,Consumer Services,Education & Support Services,Education Services,E521,ABX,2023-01-11,Acceleration,1030080995,33992672835
BMHS,Bundamedik Tbk.,Healthcare,Healthcare Equipment & Providers,Healthcare Providers,Healthcare Providers,F121,"COMPOSITE, IDXHEALTH, IDXSMC-COM, ISSI, MBX",2021-07-06,Main,8603416176,1634649073440
BMRI,Bank Mandiri (Persero) Tbk.,Financials,Banks,Banks,Banks,G111,"BISNIS-27, COMPOSITE, ECONOMIC30, ESGQKEHATI, ESGSKEHATI, I-GRADE, IDX30, IDX80, IDXBUMN20, IDXESGL, IDXFINANCE, IDXG30, IDXHIDIV20, IDXLQ45LCL, IDXQ30, IDXVESTA28, INFOBANK15, Investor33, KOMPAS100, LQ45, MBX, MNC36, PRIMBANK10, SMinfra18, SRI-KEHATI",2003-07-14,Main,92399999996,387155999983240
BMSR,Bintang Mitra Semestaraya Tbk,Basic Materials,Basic Materials,Chemicals,Basic Chemicals,B111,"COMPOSITE, DBX, IDXBASIC, ISSI",1999-12-29,Development,1159200024,359352007440
BMTR,Global Mediacom Tbk.,Industrials,Multi-sector Holdings,Multi-sector Holdings,Multi-sector Holdings,C311,"COMPOSITE, IDXCYCLIC, IDXSMC-COM, ISSI, MBX",1995-07-17,Main,16583997586,1956911715148
BNBA,Bank Bumi Arta Tbk.,Financials,Banks,Banks,Banks,G111,"COMPOSITE, DBX, IDXFINANCE, IDXSMC-COM",2006-06-01,Development,3354120000,2482048800000
BNBR,Bakrie & Brothers Tbk,Industrials,Multi-sector Holdings,Multi-sector Holdings,Multi-sector Holdings,C311,"COMPOSITE, DBX, IDXINDUST, IDXSMC-COM",,Development,263336671587,25102249606504
BNGA,Bank CIMB Niaga Tbk.,Financials,Banks,Banks,Banks,G111,"COMPOSITE, IDXFINANCE, IDXSMC-COM, IDXSMC-LIQ, INFOBANK15, Investor33, MBX, MNC36, PRIMBANK10",1989-11-29,Main,24890783784,41069793243600
BNII,Bank Maybank Indonesia Tbk.,Financials,Banks,Banks,Banks,G111,"COMPOSITE, IDXFINANCE, IDXSMC-COM, MBX",1989-11-21,Main,75357433911,14393269877001
BNLI,Bank Permata Tbk.,Financials,Banks,Banks,Banks,G111,"COMPOSITE, IDXFINANCE, MBX",1990-01-15,Main,35819545925,77728414657250
BOAT,Newport Marine Services Tbk.,Energy,"Oil, Gas & Coal","Oil, Gas & Coal Supports","Oil, Gas & Coal Equipment & Services",A132,"COMPOSITE, DBX, IDXENERGY, ISSI",2024-11-12,Development,3501680000,483231840000
BOBA,Formosa Ingredient Factory Tbk,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods,D222,"COMPOSITE, DBX, IDXNONCYC, ISSI",2021-11-01,Development,1155750000,263511000000
BOGA,Apollo Global Interactive Tbk.,Consumer Cyclicals,Retailing,Specialty Retail,Automotive Retail,E745,"COMPOSITE, DBX, IDXCYCLIC, IDXSMC-COM, ISSI",2016-12-19,Development,3803526210,6370906401750
BOLA,Bali Bintang Sejahtera Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,Recreational & Sports Facilities,E514,"COMPOSITE, IDXCYCLIC, IDXSMC-COM, MBX",2019-06-17,Main,6000000000,972000000000
BOLT,Garuda Metalindo Tbk.,Consumer Cyclicals,Automobiles & Components,Auto Components,Auto Parts & Equipment,E111,"COMPOSITE, DBX, IDXCYCLIC, IDXSMC-COM, ISSI",2015-07-07,Development,2343750000,1886718750000
BOSS,Borneo Olah Sarana Sukses Tbk.,Energy,"Oil, Gas & Coal",Coal,Coal Production,A121,"COMPOSITE, IDXENERGY",2018-02-15,Watchlist,1400000000,70000000000
BPFI,Woori Finance Indonesia Tbk.,Financials,Financing Service,Consumer Financing,Consumer Financing,G211,"COMPOSITE, DBX, IDXFINANCE",2009-06-01,Development,2673995362,695238794120
BPII,Batavia Prosperindo Internasio,Financials,Holding & Investment Companies,Holding & Investment Companies,Financial Holdings,G511,"COMPOSITE, DBX, IDXFINANCE, IDXSMC-COM",2014-07-08,Development,9884153240,4289722506160
BPTR,Batavia Prosperindo Trans Tbk.,Transportation & Logistic,Transportation,Passenger Land Transportation,Road Transportation,K132,"COMPOSITE, DBX, IDXTRANS",2018-07-09,Development,3534000000,265050000000
BRAM,Indo Kordsa Tbk.,Consumer Cyclicals,Automobiles & Components,Auto Components,Tires,E112,"COMPOSITE, DBX, IDXCYCLIC, IDXSMC-COM, ISSI",1990-09-05,Development,450056980,2025256410000
BREN,Barito Renewables Energy Tbk.,Infrastructures,Utilities,Electric Utilities,Electric Utilities,J411,"COMPOSITE, IDXINFRA, IDXLQ45LCL, KOMPAS100, MBX",2023-10-09,Main,133786220000,448183837000000
BRIS,Bank Syariah Indonesia (Perser,Financials,Banks,Banks,Banks,G111,"COMPOSITE, ECONOMIC30, I-GRADE, IDXBUMN20, IDXFINANCE, IDXMESBUMN, IDXSHAGROW, INFOBANK15, Investor33, ISSI, JII, JII70, KOMPAS100, MBX, MNC36, PRIMBANK10",2018-05-09,Main,45667877639,83115537302980
BRMS,Bumi Resources Minerals Tbk.,Basic Materials,Basic Materials,Metals & Minerals,Diversified Metals & Minerals,B146,"BISNIS-27, COMPOSITE, ECONOMIC30, IDX80, IDXBASIC, ISSI, JII, JII70, KOMPAS100, MBX, MNC36",2010-12-09,Main,141784040338,79399062589280
BRNA,Berlina Tbk.,Basic Materials,Basic Materials,Containers & Packaging,Containers & Packaging,B131,"COMPOSITE, DBX, IDXBASIC, ISSI",1989-11-06,Development,979110000,582570450000
BRPT,Barito Pacific Tbk.,Basic Materials,Basic Materials,Chemicals,Basic Chemicals,B111,"COMPOSITE, ECONOMIC30, I-GRADE, IDX30, IDX80, IDXBASIC, IDXESGL, IDXLQ45LCL, Investor33, KOMPAS100, LQ45, MBX",1993-10-01,Main,93747218044,172963617291180
BRRC,Raja Roti Cemerlang Tbk.,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods,D222,"COMPOSITE, DBX, IDXNONCYC, ISSI",2025-01-09,Development,994603036,56692373052
BSBK,Wulandari Bangun Laksana Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, DBX, IDXPROPERT, IDXSMC-COM, ISSI",2022-11-08,Development,25091882375,1304777883500
BSDE,Bumi Serpong Damai Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, ESGSKEHATI, I-GRADE, IDX80, IDXESGL, IDXPROPERT, IDXSMC-COM, IDXSMC-LIQ, IDXV30, ISSI, JII70, KOMPAS100, MBX",2008-06-06,Main,21171365812,12067678512840
BSIM,Bank Sinarmas Tbk.,Financials,Banks,Banks,Banks,G111,"COMPOSITE, IDXFINANCE, IDXSMC-COM, MBX",2010-12-13,Main,19517921842,13857724507820
BSML,Bintang Samudera Mandiri Lines,Energy,"Oil, Gas & Coal",Coal,Coal Distribution,A122,"COMPOSITE, DBX, IDXENERGY, ISSI",2021-12-16,Development,1850225000,971368125000
BSSR,Baramulti Suksessarana Tbk.,Energy,"Oil, Gas & Coal",Coal,Coal Production,A121,"COMPOSITE, IDXENERGY, IDXSMC-COM, ISSI, MBX",2012-11-08,Main,2616500000,11250950000000
BSWD,Bank Of India Indonesia Tbk.,Financials,Banks,Banks,Banks,G111,"COMPOSITE, IDXFINANCE, IDXSMC-COM",2002-05-01,Watchlist,3651978177,4108475449125
BTEK,Bumi Teknokultura Unggul Tbk,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops,D232,"COMPOSITE, IDXNONCYC, IDXSMC-COM",2004-05-14,Watchlist,46277496376,509052460136
BTEL,Bakrie Telecom Tbk.,Infrastructures,Telecommunication,Wireless Telecommunication Services,Wireless Telecommunication Services,J321,"COMPOSITE, IDXINFRA, IDXSMC-COM",2006-02-03,Watchlist,38330244255,1916512212750
BTON,Betonjaya Manunggal Tbk.,Basic Materials,Basic Materials,Metals & Minerals,Iron & Steel,B144,"COMPOSITE, DBX, IDXBASIC",2001-07-18,Development,720000000,259200000000
BTPN,Bank SMBC Indonesia Tbk.,Financials,Banks,Banks,Banks,G111,"COMPOSITE, IDXFINANCE, IDXSMC-COM, MBX",2008-03-12,Main,10536203690,23074286081100
BTPS,Bank BTPN Syariah Tbk.,Financials,Banks,Banks,Banks,G111,"COMPOSITE, ESGQKEHATI, IDXFINANCE, IDXQ30, IDXSMC-COM, IDXSMC-LIQ, IDXV30, INFOBANK15, ISSI, JII70, KOMPAS100, MBX",2018-05-08,Main,7626663000,7550396370000
BUAH,Segar Kumala Indonesia Tbk.,Consumer Non-Cyclicals,Food & Staples Retailing,Food & Staples Retailing,Food Retail & Distributors,D112,"COMPOSITE, DBX, IDXNONCYC, IDXSMC-COM, ISSI",,Development,2000000000,1000000000000
BUDI,Budi Starch & Sweetener Tbk.,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods,D222,"COMPOSITE, IDXNONCYC, ISSI, MBX",1995-05-08,Main,4498997362,980781424916
BUKA,Bukalapak.com Tbk.,Technology,Software & IT Services,Online Applications & Services,Online Applications & Services,I111,"COMPOSITE, IDX80, IDXESGL, IDXSMC-COM, IDXSMC-LIQ, IDXTECHNO, IDXV30, KOMPAS100, MBX",,Ekonomi Baru,103167090767,12173716710506
BUKK,Bukaka Teknik Utama Tbk.,Infrastructures,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,Heavy Constructions & Civil Engineering,J211,"COMPOSITE, DBX, IDXINFRA, IDXSMC-COM",2015-06-29,Development,2640452000,2746070080000
BULL,Buana Lintas Lautan Tbk.,Energy,"Oil, Gas & Coal",Oil & Gas,Oil & Gas Storage & Distribution,A112,"COMPOSITE, DBX, IDXENERGY, IDXSMC-COM, ISSI, KOMPAS100",2011-05-23,Development,15494436593,7034474213222
BUMI,Bumi Resources Tbk.,Energy,"Oil, Gas & Coal",Coal,Coal Production,A121,"BISNIS-27, COMPOSITE, I-GRADE, IDX30, IDX80, IDXENERGY, IDXSHAGROW, ISSI, JII, JII70, KOMPAS100, LQ45, MBX, MNC36",1990-07-30,Main,371335392068,61270339691220
BUVA,Bukit Uluwatu Villa Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,"Hotels, Resorts & Cruise Lines",E512,"COMPOSITE, DBX, IDXCYCLIC, IDXSMC-COM, KOMPAS100",2010-07-12,Development,24617054642,21663008084960
BVIC,Bank Victoria International Tb,Financials,Banks,Banks,Banks,G111,"COMPOSITE, IDXFINANCE, IDXSMC-COM, MBX",1999-06-30,Main,18235266754,1695879808122
BWPT,Eagle High Plantations Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops,D232,"COMPOSITE, ESGSKEHATI, IDXNONCYC, IDXSMC-COM, ISSI, MBX",2009-10-27,Main,31525291000,2805750899000
BYAN,Bayan Resources Tbk.,Energy,"Oil, Gas & Coal",Coal,Coal Production,A121,"COMPOSITE, IDXENERGY, ISSI, MBX",,Main,33333335000,400833353375000
CAKK,Cahayaputra Asa Keramik Tbk.,Industrials,Industrial Goods,Building Products & Fixtures,Building Products & Fixtures,C121,"COMPOSITE, DBX, IDXINDUST, ISSI",2018-10-31,Development,1203300219,161242229346
CAMP,Campina Ice Cream Industry Tbk,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Dairy Products,D221,"COMPOSITE, DBX, IDXNONCYC, IDXSMC-COM, ISSI",2017-12-19,Development,5885000000,1000450000000
CANI,Capitol Nusantara Indonesia Tb,Energy,"Oil, Gas & Coal",Coal,Coal Distribution,A122,"COMPOSITE, IDXENERGY, ISSI",2014-01-16,Watchlist,833440000,112514400000
CARE,Metro Healthcare Indonesia Tbk,Healthcare,Healthcare Equipment & Providers,Healthcare Providers,Healthcare Providers,F121,"COMPOSITE, DBX, IDXHEALTH, IDXSMC-COM, ISSI",2020-03-13,Development,33250000000,14031500000000
CARS,Industri dan Perdagangan Bintr,Consumer Cyclicals,Retailing,Specialty Retail,Automotive Retail,E745,"COMPOSITE, ESGSKEHATI, IDXCYCLIC, IDXSMC-COM, MBX",2017-04-10,Main,15000000000,1365000000000
CASA,Capital Financial Indonesia Tb,Financials,Holding & Investment Companies,Holding & Investment Companies,Financial Holdings,G511,"COMPOSITE, DBX, IDXFINANCE",2016-07-19,Development,54476269803,99691573739490
CASH,Cashlez Worldwide Indonesia Tb,Technology,Software & IT Services,Online Applications & Services,Online Applications & Services,I111,ABX,2020-05-04,Acceleration,2427802216,563250114112
CASS,Cahaya Aero Services Tbk.,Infrastructures,Transportation Infrastructure,Transport Infrastructure Operator,Airport Operators,J111,"COMPOSITE, IDXINFRA, IDXSMC-COM, ISSI, MBX",2011-12-05,Main,2086950000,3965205000000
CBDK,Bangun Kosambi Sukses Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, IDX80, IDXPROPERT, IDXSMC-COM, KOMPAS100, MBX",2025-01-13,Main,5668944500,21485299655000
CBMF,Cahaya Bintang Medan Tbk.,Consumer Cyclicals,Household Goods,Household Goods,Home Furnishings,E211,"COMPOSITE, IDXCYCLIC",2020-04-09,Watchlist,1875000000,93750000000
CBPE,Citra Buana Prasida Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, DBX, IDXPROPERT",2023-01-06,Development,1356250000,447562500000
CBRE,Cakra Buana Resources Energi T,Energy,"Oil, Gas & Coal",Coal,Coal Distribution,A122,"COMPOSITE, DBX, IDXENERGY, IDXSMC-COM",2023-01-09,Development,4538067441,3085885859880
CBUT,Citra Borneo Utama Tbk.,Consumer Non-Cyclicals,Food & Beverage,Agricultural Products,Plantations & Crops,D232,"COMPOSITE, IDXNONCYC, IDXSMC-COM, MBX",2022-11-08,Main,3125000000,2578125000000
CCSI,Communication Cable Systems In,Industrials,Industrial Goods,Electrical,Electrical Components & Equipment,C131,"COMPOSITE, DBX, IDXINDUST, ISSI",2019-06-18,Development,1333333331,319999999440
CDIA,Chandra Daya Investasi Tbk.,Infrastructures,Utilities,Electric Utilities,Electric Utilities,J411,"COMPOSITE, DBX, IDXINFRA",2025-07-09,Development,124829374700,81763240428500
CEKA,Wilmar Cahaya Indonesia Tbk.,Consumer Non-Cyclicals,Food & Beverage,Processed Foods,Processed Foods,D222,"COMPOSITE, DBX, IDXNONCYC, IDXSMC-COM, ISSI",1996-07-09,Development,595000000,1309000000000
CENT,Centratama Telekomunikasi Indo,Infrastructures,Telecommunication,Wireless Telecommunication Services,Wireless Telecommunication Services,J321,"COMPOSITE, DBX, IDXINFRA, IDXSMC-COM",2001-11-01,Development,31183464900,2525860656900
CFIN,Clipan Finance Indonesia Tbk.,Financials,Financing Service,Consumer Financing,Consumer Financing,G211,"COMPOSITE, IDXFINANCE, IDXSMC-COM, MBX",,Main,3984520457,1370675037208
CGAS,Citra Nusantara Gemilang Tbk.,Energy,"Oil, Gas & Coal",Oil & Gas,Oil & Gas Storage & Distribution,A112,"COMPOSITE, DBX, IDXENERGY, ISSI",2024-01-08,Development,1771499039,274582351045
CHEK,Diastika Biotekindo Tbk.,Healthcare,Healthcare Equipment & Providers,Healthcare Equipment & Supplies,Healthcare Supplies & Distributions,F112,"COMPOSITE, DBX, IDXHEALTH, ISSI",2025-07-10,Development,4113331485,551186418990
CHEM,Chemstar Indonesia Tbk.,Basic Materials,Basic Materials,Chemicals,Basic Chemicals,B111,"COMPOSITE, DBX, IDXBASIC, ISSI",2022-07-08,Development,1700014594,108800934016
CHIP,Pelita Teknologi Global Tbk.,Technology,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Electronic Equipment & Instruments,I231,ABX,2023-02-08,Acceleration,806000000,737490000000
CINT,Chitose Internasional Tbk.,Consumer Cyclicals,Household Goods,Household Goods,Home Furnishings,E211,"COMPOSITE, DBX, IDXCYCLIC, ISSI",2014-06-27,Development,1000000000,177000000000
CITA,Cita Mineral Investindo Tbk.,Basic Materials,Basic Materials,Metals & Minerals,Aluminum,B141,"COMPOSITE, IDXBASIC, IDXSMC-COM, ISSI, MBX",2002-03-20,Main,3960361250,12871174062500
CITY,Natura City Developments Tbk.,Properties & Real Estate,Properties & Real Estate,Real Estate Management & Development,Real Estate Development & Management,H111,"COMPOSITE, DBX, IDXPROPERT, IDXSMC-COM, ISSI",2018-09-28,Development,5405188966,918882124220
CLAY,Citra Putra Realty Tbk.,Consumer Cyclicals,Consumer Services,Tourism & Recreation,"Hotels, Resorts & Cruise Lines",E512,"COMPOSITE, DBX, IDXCYCLIC, IDXSMC-COM",2019-01-18,Development,2570000000,6682000000000
